index, total_number_packets, total_bytes
172.16.117.132/207.121.190.172, 2, 84
172.16.112.194/204.249.164.2, 2, 84
172.16.113.204/143.166.224.32, 2, 84
172.16.117.132/194.235.67.129, 18, 756
172.16.113.84/207.68.156.95, 2, 84
172.16.114.168/139.142.67.44, 4, 168
172.16.112.149/195.115.218.108, 447, 48540
172.16.116.44/207.217.56.197, 6, 252
172.16.112.207/204.123.2.93, 2, 84
172.16.112.50/135.8.60.182, 256, 28527
172.16.115.234/152.163.210.11, 2, 84
172.16.117.132/209.130.5.122, 2, 84
172.16.116.44/205.177.228.202, 2, 84
172.16.115.234/199.107.82.50, 4, 168
172.16.113.105/135.8.60.182, 601, 64750
172.16.117.132/192.111.219.6, 16, 672
172.16.117.52/208.134.245.204, 4, 168
195.115.218.108/172.16.113.204, 525, 55194
172.16.114.207/205.181.112.65, 2, 84
172.16.113.84/208.135.131.22, 4, 168
172.16.114.148/136.149.142.178, 12, 504
172.16.117.103/197.218.177.69, 150, 20436
172.16.117.103/149.111.34.34, 14, 588
135.13.216.191/172.16.114.207, 767, 76667
172.16.116.201/207.68.178.178, 2, 84
172.16.117.103/204.71.177.71, 2, 84
172.16.117.132/192.41.42.200, 2, 84
172.16.113.204/192.188.162.131, 2, 84
172.16.116.201/204.17.42.16, 2, 84
172.16.113.84/207.25.71.65, 20, 840
172.16.113.105/207.25.71.145, 2, 84
172.16.114.168/207.46.131.143, 2, 84
172.16.113.84/208.149.248.2, 4, 168
172.16.114.148/152.163.210.11, 4, 168
172.16.112.194/209.1.112.252, 2, 84
172.16.112.149/207.168.8.10, 2, 84
172.16.113.105/38.176.11.53, 2, 84
172.16.112.149/135.8.60.182, 698, 81717
172.16.113.204/194.7.248.153, 761, 81568
172.16.113.84/207.68.149.20, 10, 420
172.16.113.105/206.243.238.248, 4, 168
172.16.116.44/206.79.171.51, 76, 3192
172.16.113.204/207.46.130.168, 4, 168
172.16.116.44/207.68.178.178, 2, 84
172.16.114.148/208.195.192.200, 2, 84
172.16.114.148/146.132.234.72, 4, 168
172.16.113.204/137.245.85.134, 8, 336
172.16.114.168/192.168.1.20, 193, 12932
172.16.114.168/206.28.149.16, 2, 84
172.16.117.132/209.21.140.120, 2, 84
135.13.216.191/172.16.114.168, 719, 72027
172.16.114.169/135.8.60.182, 391, 38821
172.16.113.204/152.163.210.11, 4, 168
172.16.114.168/206.71.77.228, 20, 840
172.16.113.84/152.163.210.11, 4, 168
172.16.117.52/128.164.127.251, 14, 588
172.16.113.84/152.163.210.14, 2, 84
172.16.113.105/129.65.98.2, 6, 252
172.16.112.194/194.7.248.153, 9918, 2533349
172.16.116.44/198.3.99.101, 4, 168
194.27.251.21/172.16.113.84, 711, 77560
172.16.117.132/204.123.2.66, 10, 420
172.16.112.20/197.182.91.233, 26, 3219
172.16.115.5/207.25.71.145, 4, 168
172.16.117.111/134.205.165.120, 8, 336
172.16.114.207/136.149.142.178, 16, 672
172.16.114.207/139.142.67.44, 4, 168
172.16.116.201/137.245.85.134, 4, 168
172.16.117.132/159.87.93.2, 2, 84
172.16.117.52/193.129.91.7, 2, 84
172.16.117.132/207.46.130.14, 8, 336
172.16.112.207/209.27.46.221, 2, 84
172.16.112.149/207.87.23.34, 2, 84
172.16.113.84/192.254.26.2, 14, 588
172.16.112.207/137.245.85.134, 12, 504
172.16.117.132/209.130.2.129, 2, 84
196.37.75.158/172.16.114.207, 401, 46679
172.16.117.52/187.187.187.187, 4, 168
172.16.117.132/208.19.100.3, 2, 84
172.16.115.87/135.13.216.191, 198, 37830
172.16.117.132/204.71.177.71, 8, 336
172.16.113.105/209.185.162.46, 4, 168
172.16.117.132/62.52.69.80, 8, 336
172.16.115.234/208.138.68.11, 6, 252
172.16.112.207/208.237.178.21, 2, 84
172.16.112.149/204.107.232.38, 12, 504
172.16.116.201/207.55.155.123, 2, 84
172.16.117.132/207.25.71.25, 24, 1008
172.16.113.50/197.218.177.69, 2369, 837967
172.16.113.204/134.205.165.120, 2, 84
196.37.75.158/172.16.114.148, 1379, 329264
172.16.117.52/199.190.75.2, 8, 336
192.168.1.10/172.16.114.169, 52, 7333
172.16.116.201/209.1.224.15, 22, 924
172.16.117.111/204.152.167.20, 2, 84
172.16.112.149/132.183.145.103, 2, 84
195.73.151.50/172.16.113.50, 87, 11363
172.16.116.201/204.152.167.20, 16, 672
194.27.251.21/172.16.114.169, 731, 74907
172.16.114.168/207.51.123.250, 6, 252
195.73.151.50/172.16.113.84, 236, 25439
172.16.113.84/209.178.49.14, 2, 84
197.182.91.233/172.16.112.50, 368, 45068
172.16.113.105/204.71.242.170, 2, 84
196.227.33.189/172.16.113.84, 202, 21340
172.16.113.84/209.19.139.185, 12, 504
172.16.115.234/198.3.99.101, 2, 84
172.16.115.234/207.217.56.197, 6, 252
172.16.114.207/206.132.25.71, 2, 84
172.16.116.201/207.25.71.145, 12, 504
172.16.116.201/205.153.29.195, 2, 84
172.16.116.44/208.237.178.21, 2, 84
172.16.112.207/199.95.74.94, 4, 168
172.16.117.103/207.12.170.7, 2, 84
172.16.116.201/199.35.192.152, 8, 336
195.73.151.50/172.16.114.50, 105, 9255
172.16.112.207/192.220.208.24, 8, 336
172.16.115.234/204.71.177.219, 2, 84
172.16.113.204/204.152.167.20, 6, 252
172.16.113.84/132.183.145.103, 2, 84
172.16.117.132/209.185.42.242, 8, 336
172.16.114.169/194.7.248.153, 477, 46374
172.16.114.168/137.245.85.134, 10, 420
172.16.112.149/197.218.177.69, 3474, 2607397
172.16.112.207/207.46.131.13, 2, 84
172.16.116.201/207.68.156.95, 4, 168
172.16.113.84/204.71.177.164, 2, 84
172.16.112.207/131.158.8.11, 10, 420
196.37.75.158/172.16.114.169, 286, 28586
172.16.117.103/134.152.105.93, 8, 336
172.16.114.168/137.161.42.245, 2, 84
197.182.91.233/172.16.114.50, 439, 47179
172.16.117.103/209.133.94.142, 2, 84
172.16.114.207/207.46.130.14, 6, 252
172.16.112.149/204.162.80.141, 12, 504
172.16.113.204/144.3.144.13, 8, 336
172.16.114.168/135.8.60.182, 635, 62838
172.16.112.194/192.173.9.10, 2, 84
172.16.112.149/209.113.183.114, 2, 84
172.16.113.84/209.44.26.58, 10, 420
172.16.116.44/205.205.225.2, 2, 84
172.16.115.234/167.8.29.123, 2, 84
172.16.114.168/206.28.149.8, 2, 84
172.16.116.44/209.1.224.15, 42, 1764
172.16.114.148/204.71.177.71, 2, 84
172.16.112.207/204.17.42.16, 2, 84
172.16.116.201/206.83.105.134, 4, 168
172.16.117.132/207.240.16.92, 6, 252
172.16.116.44/128.103.180.53, 8, 336
172.16.115.87/194.27.251.21, 88, 12279
196.227.33.189/172.16.113.105, 323, 34132
172.16.114.148/205.228.252.14, 4, 168
172.16.112.207/207.25.71.25, 2, 84
172.16.112.207/205.181.112.122, 2, 84
172.16.112.194/209.21.182.16, 2, 84
172.16.116.201/207.46.130.14, 22, 924
172.16.112.149/206.135.116.3, 4, 168
172.16.116.201/160.147.68.21, 2, 84
194.7.248.153/172.16.114.50, 308, 29538
172.16.117.132/204.250.200.22, 4, 168
172.16.113.84/206.64.127.143, 2, 84
172.16.114.148/137.241.123.150, 2, 84
172.16.117.132/192.9.24.116, 6, 252
172.16.117.52/206.79.31.15, 6, 252
172.16.113.105/205.150.151.100, 2, 84
128.223.199.68/172.16.112.50, 171, 11226
172.16.112.207/152.163.210.11, 2, 84
172.16.112.149/209.85.121.65, 2, 84
172.16.112.149/139.72.190.26, 8, 336
172.16.116.44/205.181.112.122, 8, 336
172.16.112.207/207.37.250.41, 2, 84
172.16.112.207/199.94.242.15, 6, 252
172.16.116.201/187.187.187.187, 2, 84
172.16.113.105/194.27.251.21, 764, 84108
172.16.112.194/204.243.96.55, 2, 84
194.27.251.21/192.168.1.20, 1368, 108114
172.16.114.168/152.163.210.11, 2, 84
172.16.117.103/209.61.101.125, 2, 84
172.16.117.103/209.1.112.251, 6, 252
172.16.116.201/134.152.180.104, 2, 84
172.16.115.234/196.227.33.189, 103, 15133
172.16.112.149/204.71.242.233, 2, 84
172.16.112.207/196.3.140.2, 4, 168
172.16.116.44/204.71.191.33, 2, 84
195.115.218.108/172.16.112.207, 613, 68700
172.16.112.20/135.8.60.182, 87, 11785
172.16.117.103/134.205.165.120, 16, 672
172.16.114.207/207.46.131.143, 2, 84
172.16.114.148/205.131.175.2, 2, 84
172.16.113.84/204.146.18.33, 4, 168
172.16.114.168/204.123.2.66, 2, 84
196.37.75.158/172.16.113.50, 83, 9453
172.16.116.201/209.207.5.102, 6, 252
172.16.116.44/152.163.210.14, 18, 756
172.16.112.194/205.231.144.248, 2, 84
172.16.113.84/198.3.98.99, 2, 84
172.16.114.168/192.5.41.239, 75, 3112
172.16.112.194/196.227.33.189, 837, 82507
172.16.114.207/205.177.58.116, 8, 336
172.16.113.105/194.150.11.10, 2, 84
172.16.113.84/209.100.145.3, 4, 168
172.16.115.87/207.25.71.25, 12, 504
172.16.117.103/207.200.74.28, 2, 84
172.16.117.132/207.25.71.21, 2, 84
172.16.116.44/209.22.99.13, 26, 1092
172.16.112.207/132.60.26.15, 2, 84
172.16.117.103/128.63.247.128, 2, 84
172.16.114.207/143.101.250.20, 16, 672
172.16.114.148/204.71.154.162, 2, 84
172.16.113.105/205.181.112.65, 2, 84
172.16.113.105/206.79.171.51, 8, 336
206.222.3.197/172.16.112.50, 173, 11233
197.182.91.233/172.16.114.168, 539, 64980
206.48.44.18/172.16.112.50, 174, 11269
207.230.54.203/172.16.114.50, 363, 18763
172.16.117.132/206.154.102.105, 2, 84
196.37.75.158/192.168.1.20, 303, 21194
172.16.113.204/136.149.142.178, 4, 168
172.16.112.149/206.145.254.33, 4, 168
172.16.115.234/205.228.184.153, 2, 84
172.16.112.207/206.83.105.134, 4, 168
194.7.248.153/172.16.113.84, 419, 45172
172.16.116.44/129.105.213.70, 2, 84
172.16.116.201/207.200.74.28, 2, 84
172.16.113.204/207.170.100.29, 2, 84
172.16.113.204/139.142.67.44, 4, 168
172.16.115.87/205.131.175.20, 2, 84
172.16.112.207/198.3.99.101, 4, 168
172.16.113.105/192.68.44.135, 2, 84
197.182.91.233/192.168.1.20, 72, 3750
172.16.116.201/209.135.24.2, 6, 252
172.16.112.20/195.73.151.50, 102, 13206
172.16.112.149/207.25.71.145, 6, 252
172.16.113.105/207.25.71.25, 4, 168
172.16.113.84/204.123.2.66, 6, 252
172.16.114.207/207.68.156.95, 2, 84
172.16.116.201/128.32.109.245, 2, 84
172.16.114.148/38.15.254.104, 8, 336
172.16.116.44/207.77.90.36, 26, 1092
206.229.221.82/172.16.113.50, 2191, 114320
172.16.112.149/204.71.177.135, 2, 84
172.16.116.201/197.218.177.69, 373, 57267
172.16.113.204/204.123.2.66, 2, 84
172.16.116.201/205.181.112.65, 6, 252
135.13.216.191/172.16.114.50, 597, 54335
172.16.114.207/194.7.248.153, 284, 29378
172.16.116.201/206.117.180.79, 24, 1008
172.16.113.204/199.50.26.17, 2, 84
172.16.113.84/205.181.112.65, 6, 252
172.16.112.149/207.240.118.17, 4, 168
172.16.112.194/131.225.68.3, 4, 168
172.16.114.168/204.146.28.55, 2, 84
172.16.113.84/205.169.236.247, 4, 168
172.16.114.168/196.37.75.158, 621, 67038
172.16.114.50/195.115.218.108, 239, 18586
172.16.117.111/209.1.224.15, 8, 336
172.16.117.132/199.81.22.67, 4, 168
172.16.112.194/140.175.21.20, 4, 168
172.16.116.201/204.62.245.75, 2, 84
172.16.117.52/196.227.33.189, 66, 10938
172.16.115.5/207.46.130.14, 6, 252
172.16.113.204/131.15.144.55, 8, 336
172.16.115.234/192.41.14.213, 4, 168
172.16.112.207/204.123.2.66, 2, 84
172.16.112.149/206.184.157.244, 2, 84
172.16.114.168/197.218.177.69, 1358, 362635
172.16.116.201/206.71.77.228, 2, 84
172.16.113.204/209.67.19.98, 2, 84
172.16.116.201/199.95.74.90, 8, 336
172.16.116.44/167.8.29.15, 2, 84
172.16.117.52/134.177.3.28, 2, 84
135.8.60.182/172.16.112.207, 543, 56352
172.16.116.201/205.131.175.20, 2, 84
172.16.112.207/207.170.100.29, 2, 84
172.16.113.105/207.158.238.25, 8, 336
196.227.33.189/172.16.114.168, 248, 28085
172.16.117.103/152.163.210.14, 2, 84
172.16.112.149/209.140.44.16, 2, 84
172.16.115.234/204.123.2.66, 4, 168
172.16.115.234/204.119.128.147, 2, 84
172.16.113.204/206.86.247.49, 2, 84
172.16.113.84/209.132.20.116, 2, 84
172.16.116.44/192.41.14.213, 6, 252
172.16.112.149/192.239.92.203, 2, 84
135.13.216.191/172.16.112.207, 769, 82147
172.16.116.201/198.3.99.199, 2, 84
172.16.113.204/207.200.74.28, 2, 84
172.16.112.149/204.71.177.164, 2, 84
172.16.117.111/197.182.91.233, 18, 896
194.27.251.21/172.16.112.194, 15429, 6717612
172.16.114.207/152.163.210.11, 2, 84
172.16.113.204/207.25.71.145, 4, 168
172.16.116.44/204.123.2.66, 4, 168
172.16.113.204/205.198.116.30, 4, 168
196.37.75.158/172.16.112.50, 986, 57869
172.16.115.234/204.71.177.71, 2, 84
172.16.112.194/207.121.188.40, 14, 588
197.182.91.233/172.16.112.207, 477, 61921
172.16.113.204/207.51.123.250, 4, 168
172.16.116.201/143.166.224.31, 2, 84
172.16.115.234/204.123.2.93, 6, 252
172.16.113.204/196.3.140.2, 6, 252
172.16.117.132/149.123.1.6, 4, 168
172.16.112.194/205.162.100.15, 2, 84
172.16.112.149/205.148.64.83, 6, 252
172.16.113.84/207.46.148.249, 4, 168
172.16.116.44/204.152.167.20, 12, 504
194.27.251.21/172.16.114.50, 313, 24754
172.16.117.132/204.152.167.20, 6, 252
172.16.115.87/167.8.29.15, 2, 84
172.16.112.149/204.123.9.97, 4, 168
172.16.113.105/206.216.18.35, 16, 672
172.16.116.44/204.123.2.93, 2, 84
172.16.116.194/207.25.71.25, 8, 336
172.16.113.204/206.28.149.16, 4, 168
207.136.86.223/172.16.112.50, 174, 11335
172.16.113.204/143.101.250.20, 18, 756
172.16.113.84/205.140.147.87, 4, 168
172.16.112.194/204.71.177.71, 2, 84
172.16.114.169/205.181.112.68, 2, 84
172.16.117.103/205.181.211.160, 2, 84
172.16.112.194/135.8.60.182, 714, 69750
172.16.115.234/199.95.74.90, 14, 588
172.16.113.204/192.168.1.20, 571, 37467
172.16.116.201/206.184.238.129, 2, 84
172.16.114.207/144.3.144.13, 6, 252
172.16.112.207/198.30.29.17, 12, 504
172.16.116.201/209.67.19.194, 2, 84
196.37.75.158/172.16.113.84, 505, 52317
172.16.113.204/206.28.149.8, 2, 84
172.16.116.201/198.3.99.101, 4, 168
172.16.113.204/207.46.131.143, 2, 84
197.182.91.233/172.16.116.22, 14, 616
172.16.114.207/197.218.177.69, 1298, 266885
172.16.112.207/206.160.225.18, 4, 168
195.73.151.50/172.16.114.148, 1310, 250355
172.16.116.201/207.121.187.155, 2, 84
172.16.117.132/204.250.200.20, 4, 168
172.16.113.84/192.239.92.47, 2, 84
172.16.116.201/207.18.199.6, 6, 252
172.16.117.132/207.25.71.141, 2, 84
172.16.112.194/12.4.244.4, 2, 84
172.16.114.207/204.202.136.230, 4, 168
172.16.117.132/207.25.71.145, 146, 45286
172.16.113.204/207.46.131.13, 2, 84
172.16.113.105/206.184.139.14, 2, 84
195.115.218.108/172.16.112.50, 203, 18900
172.16.112.149/208.223.142.33, 2, 84
172.16.112.207/199.95.74.90, 4, 168
172.16.113.84/207.46.130.14, 12, 504
209.30.71.165/172.16.112.50, 172, 11229
172.16.115.5/136.149.142.178, 4, 168
172.16.112.149/135.13.216.191, 766, 79174
172.16.117.52/209.101.61.247, 2, 84
172.16.112.207/131.84.1.31, 8, 336
172.16.116.44/134.177.3.28, 2, 84
172.16.117.52/140.175.174.30, 4, 168
172.16.114.207/206.79.171.51, 12, 504
172.16.114.168/207.25.71.145, 4, 168
194.27.251.21/172.16.114.207, 537, 57764
194.7.248.153/192.168.1.20, 874, 60252
172.16.117.103/152.163.210.11, 2, 84
172.16.112.207/207.68.178.178, 2, 84
172.16.112.194/205.181.112.65, 2, 84
135.13.216.191/172.16.114.148, 3717, 2722629
197.182.91.233/172.16.117.103, 218, 64318
172.16.117.103/206.132.25.71, 12, 504
172.16.116.201/204.71.177.71, 2, 84
172.16.114.148/205.181.130.22, 2, 84
172.16.117.132/206.16.140.4, 2, 84
172.16.112.207/204.162.80.182, 4, 168
172.16.113.84/38.249.212.12, 4, 168
172.16.112.194/204.123.2.69, 2, 84
172.16.112.207/206.79.171.51, 6, 252
195.115.218.108/172.16.114.207, 383, 41474
192.168.1.10/172.16.113.84, 243, 39580
172.16.112.149/209.67.19.194, 2, 84
172.16.113.105/135.13.216.191, 752, 83043
172.16.112.149/198.3.99.101, 2, 84
172.16.112.207/152.163.210.14, 2, 84
172.16.114.168/195.115.218.108, 385, 39809
172.16.112.149/194.7.248.153, 734, 73632
172.16.116.44/136.149.142.178, 8, 336
172.16.113.204/198.3.99.120, 20, 840
172.16.114.168/206.135.140.28, 4, 168
207.75.239.115/172.16.112.50, 343, 22506
172.16.114.207/210.173.161.139, 4, 168
172.16.112.194/209.1.112.251, 2, 84
172.16.112.149/136.149.142.178, 8, 336
172.16.113.84/208.158.201.3, 2, 84
192.168.1.10/172.16.113.204, 30, 6585
172.16.114.207/204.146.28.55, 2, 84
172.16.112.50/197.218.177.69, 2221, 2271736
195.115.218.108/172.16.113.84, 502, 52954
172.16.113.204/205.181.112.68, 2, 84
172.16.115.87/207.68.156.95, 2, 84
172.16.115.234/204.71.191.33, 2, 84
172.16.117.103/167.8.167.62, 2, 84
172.16.112.207/207.46.130.14, 8, 336
172.16.115.234/204.123.9.97, 4, 168
172.16.117.132/204.71.177.204, 4, 168
172.16.113.84/205.181.112.122, 2, 84
172.16.113.84/209.1.112.251, 2, 84
172.16.113.84/137.245.85.134, 4, 168
172.16.113.84/204.162.80.140, 2, 84
172.16.116.201/207.121.188.40, 8, 336
172.16.113.204/204.162.80.182, 4, 168
172.16.117.103/131.84.1.31, 2, 84
172.16.116.201/206.132.25.71, 12, 504
172.16.115.234/204.162.243.57, 4, 168
172.16.117.103/206.79.229.58, 2, 84
172.16.113.84/204.170.22.82, 2, 84
172.16.113.204/192.220.208.24, 8, 336
172.16.112.149/206.119.148.88, 2, 84
172.16.114.207/137.161.42.245, 2, 84
172.16.112.194/209.1.224.15, 16, 672
172.16.117.103/206.79.229.16, 10, 420
172.16.114.169/197.218.177.69, 3512, 3007624
206.229.221.82/172.16.112.50, 342, 22418
172.16.117.103/206.111.160.134, 2, 84
172.16.117.132/204.123.2.93, 2, 84
172.16.114.207/199.95.74.90, 8, 336
172.16.117.132/137.71.23.20, 2, 84
172.16.113.84/204.71.177.135, 2, 84
172.16.115.234/194.7.248.153, 119, 10766
172.16.114.169/207.46.148.249, 18, 756
172.16.117.132/38.182.95.6, 2, 84
205.180.112.36/172.16.112.50, 176, 11411
172.16.114.168/209.1.112.252, 6, 252
172.16.116.44/205.181.112.65, 14, 588
172.16.117.103/208.226.198.35, 2, 84
172.16.115.234/134.177.3.28, 2, 84
172.16.113.84/209.197.81.175, 2, 84
172.16.112.194/206.15.73.106, 6, 252
172.16.116.44/207.25.71.145, 4, 168
192.168.1.10/172.16.114.148, 191, 24825
172.16.114.168/206.79.171.51, 12, 504
172.16.112.194/209.185.74.183, 2, 84
135.13.216.191/172.16.115.5, 99, 13818
194.27.251.21/172.16.113.204, 660, 67989
172.16.112.194/131.215.134.21, 2, 84
172.16.114.169/152.163.210.11, 4, 168
172.16.113.204/209.25.64.103, 6, 252
172.16.113.84/199.94.100.2, 6, 252
172.16.116.201/195.115.218.108, 95, 22690
192.168.1.10/172.16.112.149, 81, 9616
172.16.113.84/207.37.250.41, 2, 84
172.16.112.207/207.46.148.249, 6, 252
172.16.114.169/205.181.112.65, 10, 420
172.16.114.207/206.135.140.28, 4, 168
172.16.114.168/205.177.58.116, 8, 336
172.16.112.50/196.227.33.189, 499, 45863
172.16.117.52/149.75.4.13, 2, 84
172.16.112.194/207.46.130.14, 4, 168
192.168.1.10/172.16.112.207, 81, 10648
172.16.117.132/209.203.232.68, 8, 336
172.16.112.149/152.163.210.11, 4, 168
172.16.116.201/204.168.91.155, 4, 168
196.227.33.189/172.16.112.207, 429, 47474
172.16.115.234/207.46.148.249, 10, 420
172.16.112.207/136.149.142.178, 4, 168
172.16.115.234/134.205.165.120, 2, 84
172.16.113.84/204.71.242.233, 2, 84
172.16.116.44/204.34.175.79, 26, 1092
172.16.112.207/204.146.18.33, 4, 168
172.16.117.132/137.245.85.134, 2, 84
172.16.113.105/197.218.177.69, 4480, 3349352
172.16.112.149/167.8.29.16, 2, 84
172.16.115.234/166.84.59.23, 2, 84
