index, number_packets_client_server, number_packets_server_client
172.16.114.169/204.71.242.42, 6, 6
172.16.113.84/128.120.134.2, 1, 1
172.16.114.207/140.147.248.9, 58, 71
172.16.115.87/207.172.3.90, 1, 1
172.16.116.194/203.26.196.3, 1, 1
172.16.114.169/204.162.80.136, 8, 8
192.168.1.10/172.16.112.50, 85, 83
172.16.113.204/152.163.210.8, 98, 119
172.16.112.207/135.8.60.182, 413, 425
172.16.114.168/205.131.175.2, 2, 2
172.16.112.194/187.187.187.187, 1, 1
172.16.114.168/130.219.34.100, 6, 6
172.16.114.168/204.152.167.20, 1, 1
172.16.114.207/207.155.125.158, 1, 1
172.16.116.201/206.161.69.114, 2, 2
172.16.117.103/206.132.25.71, 3, 3
172.16.115.5/207.46.130.139, 8, 8
172.16.117.132/204.17.6.160, 2, 2
172.16.114.168/192.5.41.239, 98, 97
192.168.1.10/172.16.113.50, 108, 93
172.16.116.194/199.94.100.2, 1, 1
172.16.116.194/165.227.192.135, 1, 1
172.16.117.132/207.68.178.148, 1, 1
172.16.112.50/195.115.218.108, 123, 116
172.16.114.168/206.132.25.71, 2, 2
172.16.112.149/205.181.112.65, 1, 1
172.16.115.87/204.250.200.22, 1, 1
172.16.114.168/128.120.237.201, 1, 1
172.16.115.5/198.3.98.74, 2, 2
172.16.112.149/205.181.112.66, 2, 2
172.16.117.52/207.77.90.200, 2, 2
172.16.115.5/209.68.8.234, 1, 1
172.16.115.234/209.1.112.251, 1, 1
172.16.115.5/204.202.129.230, 1, 1
172.16.117.52/205.169.236.247, 4, 4
172.16.113.204/209.1.31.43, 2, 2
172.16.115.87/208.134.241.204, 1, 1
172.16.115.5/208.134.246.201, 1, 1
172.16.117.132/149.174.213.38, 2, 2
172.16.114.168/129.219.30.12, 1, 1
192.168.1.10/172.16.112.194, 12, 13
172.16.115.5/207.211.106.40, 1, 1
196.37.75.158/172.16.113.84, 301, 293
172.16.115.5/198.253.187.3, 5, 5
172.16.113.105/207.25.71.145, 3, 3
172.16.117.132/207.77.90.13, 5, 5
172.16.114.168/207.25.71.145, 6, 6
172.16.114.168/208.236.141.38, 2, 2
172.16.116.194/137.245.85.134, 2, 2
172.16.115.5/198.3.98.170, 1, 1
172.16.117.132/204.123.2.93, 2, 2
172.16.115.5/209.143.198.141, 2, 2
172.16.113.84/192.208.46.102, 1, 1
172.16.112.20/196.227.33.189, 154, 159
172.16.117.111/192.225.36.3, 4, 4
172.16.114.168/207.240.40.66, 2, 2
172.16.112.149/194.27.251.21, 311, 311
172.16.114.168/128.174.95.19, 3, 3
135.13.216.191/172.16.113.50, 208, 177
195.115.218.108/172.16.112.194, 375, 371
172.16.112.207/152.163.210.8, 1, 1
172.16.115.87/128.252.130.12, 4, 4
172.16.114.168/207.68.137.69, 1, 1
172.16.114.207/198.202.75.101, 2, 2
172.16.115.87/134.205.165.120, 5, 5
172.16.112.207/209.100.88.8, 1, 1
172.16.117.111/207.46.148.250, 8, 8
172.16.117.132/209.1.112.251, 1, 1
172.16.117.132/152.163.210.53, 1, 1
172.16.114.169/206.132.25.71, 4, 4
172.16.115.5/198.60.134.51, 1, 1
172.16.117.103/207.25.71.27, 1, 1
172.16.115.87/151.193.131.5, 1, 1
172.16.114.168/206.99.218.19, 1, 1
172.16.115.87/199.95.74.90, 1, 1
172.16.117.52/165.230.116.132, 2, 2
172.16.115.87/207.68.161.39, 1, 1
172.16.116.194/209.61.101.125, 7, 7
192.168.1.10/172.16.114.148, 79, 78
172.16.117.111/132.55.120.26, 4, 4
172.16.114.207/209.130.63.160, 4, 4
172.16.117.52/205.181.211.160, 3, 3
172.16.113.105/128.200.126.12, 1, 1
172.16.113.105/209.1.28.62, 1, 1
172.16.113.105/195.166.128.64, 2, 2
172.16.116.201/152.163.210.8, 4, 4
135.8.60.182/172.16.113.50, 65, 55
172.16.117.111/204.162.156.13, 1, 1
196.37.75.158/172.16.113.50, 29, 27
172.16.116.194/152.163.210.8, 2, 2
172.16.114.168/198.11.57.54, 5, 5
172.16.117.132/205.158.31.42, 2, 2
172.16.112.194/205.181.112.122, 1, 1
172.16.115.5/198.3.99.130, 1, 1
172.16.113.204/209.43.240.171, 16, 16
172.16.116.201/152.163.212.118, 3, 3
172.16.116.201/195.166.128.64, 2, 2
172.16.113.204/204.152.167.20, 27, 42
172.16.114.148/206.132.25.71, 1, 1
172.16.114.50/197.182.91.233, 223, 214
172.16.117.52/196.37.75.158, 168, 139
172.16.113.204/128.252.130.12, 4, 4
172.16.112.149/208.212.146.2, 1, 1
172.16.114.168/209.61.101.125, 4, 4
172.16.114.168/205.232.88.166, 3, 3
172.16.116.194/205.131.175.20, 5, 5
172.16.117.52/207.68.161.39, 2, 2
172.16.117.132/207.51.123.250, 2, 2
172.16.114.207/135.13.216.191, 501, 524
172.16.114.168/207.214.25.227, 1, 1
172.16.115.5/35.9.6.4, 1, 1
172.16.117.52/192.151.11.32, 8, 8
172.16.112.149/160.79.217.102, 11, 11
172.16.113.84/187.187.187.187, 2, 2
172.16.116.201/205.228.184.153, 1, 1
172.16.113.84/208.140.130.7, 1, 1
172.16.115.234/167.8.29.16, 1, 1
172.16.116.194/192.195.23.219, 1, 1
172.16.114.168/192.208.46.158, 2, 2
172.16.114.169/208.134.246.201, 2, 2
172.16.115.87/160.147.217.23, 2, 2
172.16.115.5/199.95.74.93, 1, 1
172.16.117.111/208.215.239.71, 9, 9
172.16.117.103/129.79.254.195, 6, 6
172.16.115.5/131.151.1.19, 1, 1
172.16.114.169/207.176.252.20, 1, 1
172.16.114.169/197.182.91.233, 405, 400
196.37.75.158/172.16.112.149, 271, 263
197.182.91.233/172.16.112.50, 2266, 1224
172.16.114.168/207.77.90.13, 9, 9
172.16.117.103/128.120.237.201, 1, 1
195.115.218.108/172.16.114.207, 294, 299
172.16.115.5/206.79.179.170, 1, 1
172.16.113.105/207.60.212.194, 2, 2
172.16.115.5/206.186.200.115, 2, 2
172.16.115.5/148.184.174.31, 2, 2
172.16.113.105/207.46.130.168, 1, 1
172.16.115.87/198.69.192.43, 1, 1
172.16.114.169/208.28.204.71, 2, 2
172.16.117.111/209.3.101.137, 3, 3
172.16.113.105/129.170.38.51, 1, 1
172.16.117.103/199.183.22.2, 11, 11
172.16.116.201/198.187.3.6, 4, 4
172.16.112.149/204.146.18.33, 1, 1
172.16.113.204/209.75.51.2, 1, 1
172.16.114.168/152.163.202.133, 2, 2
172.16.116.201/205.181.112.65, 13, 13
194.27.251.21/172.16.113.84, 367, 363
172.16.117.103/192.55.114.10, 9, 9
172.16.113.105/199.183.24.253, 12, 12
172.16.113.204/209.37.163.3, 1, 1
172.16.114.168/207.25.71.37, 3, 3
172.16.113.84/204.123.2.75, 4, 4
172.16.114.168/207.46.130.168, 1, 1
172.16.113.105/152.163.212.171, 2, 2
172.16.117.52/207.46.148.250, 2, 2
172.16.116.201/207.176.252.20, 1, 1
172.16.117.103/206.19.42.11, 5, 5
172.16.113.204/205.181.112.65, 529, 567
172.16.116.22/195.73.151.50, 49, 52
172.16.114.169/195.115.218.108, 384, 391
172.16.115.87/204.123.2.93, 1, 1
172.16.113.84/206.132.25.71, 6, 6
172.16.115.234/165.254.83.124, 3, 3
172.16.115.5/129.79.254.195, 3, 3
172.16.116.201/207.87.31.72, 2, 2
172.16.112.194/129.128.4.241, 2, 2
172.16.117.132/207.82.250.251, 2, 2
172.16.112.149/194.7.248.153, 335, 335
172.16.117.52/204.162.80.45, 1, 1
135.8.60.182/172.16.114.207, 496, 483
172.16.115.87/134.205.131.29, 1, 1
172.16.117.132/205.169.236.247, 4, 4
195.115.218.108/172.16.112.207, 332, 325
172.16.113.105/204.244.193.11, 1, 1
172.16.115.87/165.247.1.13, 1, 1
172.16.115.5/198.3.99.101, 3, 3
172.16.112.149/207.46.148.250, 6, 6
172.16.115.5/206.186.200.107, 2, 2
172.16.117.103/207.18.199.6, 1, 1
172.16.113.204/152.163.212.171, 20, 20
172.16.115.5/128.143.137.29, 3, 3
172.16.117.103/205.169.236.247, 2, 2
172.16.113.204/207.60.96.119, 1, 1
172.16.113.105/152.163.210.53, 2, 2
172.16.113.84/205.181.112.182, 2, 2
172.16.116.201/192.12.64.13, 1, 1
172.16.114.169/209.73.64.121, 2, 2
172.16.114.148/198.3.99.199, 2, 2
172.16.117.132/209.125.119.116, 1, 1
172.16.112.149/137.245.85.134, 7, 7
172.16.117.103/206.196.133.98, 10, 10
172.16.112.194/196.37.75.158, 291, 306
197.182.91.233/192.168.1.20, 141, 436
172.16.115.234/131.84.1.34, 4, 4
172.16.113.105/197.218.177.69, 629, 697
172.16.115.234/205.180.60.31, 1, 1
172.16.115.5/207.235.95.4, 2, 2
172.16.112.149/207.77.90.13, 3, 3
172.16.117.52/207.77.90.73, 1, 1
172.16.117.103/205.181.112.65, 17, 17
172.16.112.207/208.221.32.46, 1, 1
172.16.112.149/131.84.1.31, 10, 10
172.16.113.105/204.71.200.128, 1, 1
172.16.115.5/136.149.133.19, 1, 1
172.16.112.149/204.202.129.230, 2, 2
172.16.114.169/207.211.106.40, 1, 1
172.16.115.87/137.245.85.134, 20, 20
172.16.115.5/207.25.71.82, 2, 2
172.16.114.168/206.243.238.248, 2, 2
172.16.117.111/152.163.210.53, 11, 10
172.16.113.105/165.227.192.135, 1, 1
172.16.116.201/204.123.2.93, 2, 2
172.16.115.5/198.3.98.70, 1, 1
172.16.112.207/205.160.191.2, 2, 2
172.16.114.207/197.218.177.69, 1489, 2102
172.16.117.111/194.17.55.67, 1, 1
172.16.113.105/167.8.29.16, 4, 4
192.168.1.10/172.16.113.204, 53, 50
172.16.117.132/194.98.7.131, 2, 2
172.16.116.194/143.158.16.69, 3, 3
172.16.115.5/206.161.232.75, 1, 1
172.16.115.87/140.148.3.27, 2, 2
172.16.116.194/151.193.131.5, 1, 1
172.16.115.87/209.70.1.161, 1, 1
172.16.117.52/206.252.29.40, 1, 1
195.115.218.108/172.16.114.168, 253, 252
195.73.151.50/172.16.113.50, 27, 27
172.16.114.168/152.163.212.171, 1, 1
172.16.115.87/130.219.4.100, 1, 1
172.16.115.5/143.158.16.69, 2, 2
172.16.115.5/165.247.1.13, 1, 1
172.16.114.168/205.181.112.114, 1, 1
172.16.114.169/207.68.161.39, 4, 4
172.16.115.5/205.168.248.2, 5, 5
172.16.115.87/209.133.35.165, 3, 3
172.16.115.5/209.49.66.74, 11, 11
172.16.114.207/143.231.86.196, 95, 154
172.16.117.52/210.173.161.135, 1, 1
172.16.113.105/206.161.69.114, 2, 2
172.16.112.194/197.218.177.69, 631, 758
172.16.115.5/208.234.18.31, 2, 2
172.16.113.105/205.153.28.61, 1, 1
172.16.117.52/209.143.212.231, 1, 1
172.16.117.103/207.68.181.154, 1, 1
172.16.114.169/206.252.29.40, 2, 2
172.16.116.201/206.217.169.205, 1, 1
172.16.116.44/208.226.198.94, 6, 6
172.16.112.149/134.205.165.120, 17, 17
172.16.113.105/206.132.10.128, 1, 1
172.16.113.204/204.123.2.93, 1, 1
172.16.117.132/209.25.45.61, 6, 6
172.16.117.52/207.25.71.145, 7, 7
172.16.117.52/204.123.2.75, 2, 2
172.16.112.194/205.181.112.65, 4, 4
172.16.117.132/208.135.9.251, 1, 1
172.16.113.105/160.96.179.12, 3, 3
172.16.114.168/152.163.210.53, 1, 1
172.16.117.132/128.192.252.5, 11, 11
172.16.117.132/205.181.112.122, 3, 3
196.37.75.158/192.168.1.20, 209, 628
172.16.114.168/198.5.167.132, 3, 3
172.16.112.20/195.115.218.108, 115, 116
172.16.113.105/204.101.251.229, 1, 1
172.16.114.169/194.7.248.153, 159, 162
135.13.216.191/172.16.114.168, 587, 550
172.16.116.194/151.193.131.9, 2, 2
172.16.117.52/205.228.184.153, 1, 1
195.73.151.50/172.16.113.204, 283, 282
172.16.113.204/208.134.246.201, 5, 4
172.16.115.234/135.13.216.191, 22, 25
172.16.113.204/206.27.130.150, 10, 10
172.16.117.103/205.185.55.49, 1, 1
172.16.112.149/206.243.238.248, 1, 1
172.16.117.132/207.25.71.145, 2, 2
172.16.114.169/192.208.46.131, 2, 2
172.16.116.201/207.171.129.136, 1, 1
172.16.115.5/137.244.199.129, 4, 4
172.16.113.204/204.162.156.13, 1, 1
172.16.112.149/129.48.28.13, 3, 3
172.16.115.5/155.223.64.2, 6, 6
172.16.114.168/143.158.16.69, 3, 3
172.16.115.87/195.200.4.18, 2, 2
172.16.117.132/209.143.228.40, 1, 1
172.16.115.87/187.187.187.187, 6, 6
172.16.115.87/206.79.179.170, 1, 1
172.16.117.52/204.202.136.230, 2, 2
172.16.115.5/206.190.33.196, 1, 1
172.16.116.194/135.13.216.191, 28, 26
172.16.116.194/206.243.238.248, 1, 1
172.16.114.169/165.230.116.132, 4, 4
172.16.116.201/208.221.32.46, 1, 1
172.16.117.103/198.3.98.99, 9, 9
172.16.117.111/209.67.3.82, 4, 4
172.16.113.204/193.130.149.130, 5, 5
172.16.114.169/152.163.210.8, 2, 2
135.8.60.182/172.16.113.84, 370, 357
172.16.115.5/199.227.120.225, 1, 1
172.16.117.103/194.229.131.1, 3, 0
172.16.117.52/209.1.112.252, 2, 2
172.16.113.204/204.189.39.2, 1, 1
172.16.112.149/166.77.13.117, 1, 1
172.16.115.87/207.87.1.51, 1, 1
172.16.116.201/204.71.200.74, 8, 8
172.16.113.105/136.149.142.178, 11, 11
172.16.115.87/199.227.120.225, 1, 1
172.16.112.194/194.7.248.153, 7700, 7039
172.16.117.103/209.8.150.31, 6, 6
172.16.115.87/204.123.2.75, 1, 1
172.16.113.105/204.71.200.74, 9, 9
172.16.114.168/205.181.112.122, 4, 4
172.16.114.168/206.19.42.11, 4, 4
172.16.116.201/134.177.3.28, 1, 1
172.16.113.84/128.120.237.201, 1, 1
172.16.114.169/207.25.71.145, 1, 1
135.13.216.191/172.16.113.84, 465, 442
172.16.116.201/192.160.127.226, 1, 1
172.16.115.5/207.25.71.90, 2, 2
172.16.117.52/207.25.71.23, 5, 5
172.16.117.52/209.166.168.20, 5, 5
172.16.117.111/151.193.131.5, 1, 1
172.16.113.105/208.215.47.101, 1, 1
172.16.113.105/207.240.40.66, 2, 2
172.16.117.111/204.17.42.16, 4, 4
172.16.116.201/207.46.130.139, 2, 2
172.16.116.201/152.163.212.171, 1, 1
172.16.115.234/207.153.7.154, 7, 7
172.16.113.105/130.39.131.177, 2, 2
172.16.117.111/204.244.193.11, 2, 2
172.16.116.201/199.172.63.64, 1, 1
172.16.115.234/205.216.146.123, 5, 5
192.168.1.10/172.16.113.105, 53, 53
172.16.115.5/192.234.101.69, 1, 1
172.16.116.201/199.95.74.90, 4, 4
172.16.116.201/204.29.20.21, 1, 1
172.16.113.204/204.250.200.20, 12, 21
172.16.112.207/207.46.130.139, 1, 1
172.16.117.52/204.162.80.136, 4, 4
172.16.112.194/152.163.210.8, 1, 1
172.16.114.169/208.226.198.46, 1, 1
172.16.114.169/156.46.46.226, 9, 9
172.16.117.132/187.187.187.187, 4, 4
172.16.113.105/131.84.1.60, 2, 2
172.16.114.168/192.168.1.20, 165, 265
172.16.113.204/151.193.131.5, 1, 1
172.16.115.5/204.71.200.74, 14, 14
196.37.75.158/172.16.114.168, 304, 304
172.16.114.169/140.90.6.254, 2, 2
172.16.115.5/207.25.71.27, 6, 6
172.16.112.20/135.8.60.182, 76, 80
172.16.115.5/206.196.140.2, 2, 2
172.16.117.52/208.134.246.201, 1, 1
172.16.117.132/206.71.77.228, 5, 5
172.16.112.207/199.95.74.90, 2, 2
194.27.251.21/172.16.113.204, 239, 237
172.16.115.87/206.71.77.228, 2, 2
172.16.113.204/192.168.1.20, 532, 896
172.16.116.201/208.201.224.18, 1, 1
172.16.117.52/208.134.241.217, 2, 2
172.16.115.5/209.1.224.12, 5, 5
172.16.116.194/205.181.115.45, 2, 2
172.16.114.168/128.120.134.2, 1, 1
172.16.115.5/204.29.144.16, 6, 6
172.16.117.103/167.8.29.15, 1, 1
172.16.112.207/207.25.71.27, 6, 6
172.16.115.87/204.152.167.20, 1, 1
172.16.113.105/129.82.100.64, 1, 1
172.16.113.84/129.128.4.241, 2, 2
172.16.117.111/208.230.48.214, 1, 1
172.16.117.111/159.142.1.202, 1, 1
172.16.115.5/171.21.80.34, 4, 4
172.16.112.207/167.8.29.16, 8, 8
172.16.114.168/151.193.131.9, 2, 2
172.16.113.84/207.32.88.29, 1, 1
172.16.114.168/208.215.239.71, 9, 9
172.16.113.105/204.140.12.228, 4, 4
172.16.116.201/208.226.198.94, 1, 1
172.16.115.5/129.79.74.155, 1, 1
172.16.117.111/207.121.185.180, 1, 1
172.16.115.87/207.240.85.75, 1, 1
172.16.112.149/207.77.90.28, 2, 2
172.16.115.5/192.41.9.232, 6, 6
172.16.113.204/207.149.188.236, 2, 2
172.16.113.84/205.200.37.91, 4, 4
172.16.116.201/207.25.71.27, 2, 2
172.16.112.149/128.138.236.18, 2, 2
172.16.113.204/209.133.35.165, 3, 3
172.16.117.111/137.78.28.58, 1, 1
172.16.116.201/205.181.112.29, 1, 1
172.16.114.169/204.29.20.21, 1, 1
172.16.115.5/205.181.112.122, 7, 7
172.16.112.149/207.33.169.43, 3, 3
172.16.113.204/205.181.112.36, 34, 49
196.37.75.158/172.16.113.105, 355, 356
172.16.112.207/135.13.216.191, 493, 512
172.16.114.168/207.25.71.27, 5, 5
172.16.114.168/204.238.155.93, 1, 1
172.16.114.168/207.82.213.72, 1, 1
172.16.115.5/130.91.72.195, 1, 1
172.16.116.201/136.149.142.178, 3, 3
172.16.114.207/208.7.181.207, 3, 3
172.16.115.87/130.219.34.100, 6, 6
172.16.117.111/194.7.248.153, 70, 61
172.16.117.52/204.123.9.72, 1, 1
172.16.114.168/206.39.184.2, 6, 6
172.16.117.111/166.77.13.117, 1, 1
172.16.117.132/204.29.20.21, 1, 1
172.16.117.111/205.160.191.2, 2, 2
172.16.115.5/207.25.71.145, 19, 19
172.16.114.169/205.181.211.160, 6, 6
172.16.116.201/204.202.136.230, 1, 1
172.16.115.234/204.71.191.32, 1, 1
172.16.113.105/206.132.25.71, 6, 6
172.16.114.168/209.3.101.136, 1, 1
172.16.113.204/207.68.181.154, 1, 1
172.16.117.132/209.143.212.231, 1, 1
172.16.117.132/168.178.54.6, 1, 1
172.16.117.52/207.68.137.69, 1, 1
172.16.113.105/207.121.188.40, 2, 2
172.16.117.103/205.200.37.91, 4, 4
172.16.115.5/152.163.212.171, 5, 5
172.16.112.149/209.100.88.8, 1, 1
172.16.117.103/205.181.112.120, 2, 2
172.16.115.5/209.22.99.13, 5, 5
172.16.117.111/209.67.183.24, 2, 2
172.16.114.168/209.66.96.8, 3, 3
172.16.116.201/194.7.248.153, 112, 101
172.16.113.105/209.1.206.128, 3, 3
172.16.117.103/205.181.112.122, 8, 8
195.115.218.108/172.16.113.50, 48, 51
172.16.114.169/205.181.112.29, 1, 1
172.16.114.207/129.52.71.92, 1, 1
172.16.114.148/137.245.85.134, 5, 5
172.16.115.5/209.132.59.207, 1, 1
172.16.113.105/205.164.196.10, 7, 7
194.27.251.21/172.16.112.50, 441, 352
172.16.114.207/207.68.137.69, 1, 1
172.16.115.87/171.21.80.34, 4, 4
172.16.113.84/204.250.200.22, 1, 1
172.16.112.207/194.7.248.153, 227, 226
172.16.113.204/204.123.2.107, 2, 2
172.16.117.132/205.168.248.10, 4, 4
172.16.116.194/207.121.190.172, 3, 3
172.16.114.168/209.1.224.12, 5, 5
172.16.117.132/209.143.228.143, 2, 2
172.16.115.5/199.185.131.62, 1, 1
172.16.117.52/207.82.250.251, 2, 2
172.16.114.169/135.8.60.182, 525, 534
172.16.116.201/206.161.69.113, 2, 2
172.16.114.168/205.181.112.65, 12, 12
172.16.115.5/208.156.32.218, 1, 1
172.16.116.201/205.181.112.36, 1, 1
172.16.113.84/207.77.90.13, 4, 4
172.16.114.207/204.162.96.20, 1, 1
172.16.114.207/152.119.106.101, 5, 5
172.16.115.87/205.181.112.65, 6, 6
172.16.114.207/207.87.26.204, 1, 1
172.16.113.84/152.163.212.171, 1, 1
172.16.113.105/197.182.91.233, 273, 294
172.16.115.5/160.147.68.21, 1, 1
172.16.114.168/207.18.199.6, 1, 1
172.16.114.168/194.7.248.153, 208, 210
172.16.114.207/208.194.115.50, 2, 2
172.16.114.148/207.25.71.27, 6, 6
172.16.113.105/134.177.3.28, 3, 3
172.16.113.105/206.186.200.107, 2, 2
172.16.117.103/209.66.96.8, 3, 3
172.16.115.5/204.146.18.33, 13, 13
172.16.115.87/204.71.177.203, 1, 1
197.182.91.233/172.16.112.194, 462, 425
172.16.117.103/134.205.165.120, 5, 5
172.16.116.194/208.230.48.214, 1, 1
172.16.113.105/204.152.167.20, 1, 1
172.16.117.111/207.155.106.5, 1, 1
172.16.115.5/206.106.185.46, 4, 4
172.16.115.87/130.157.2.213, 1, 1
172.16.113.84/167.8.29.15, 1, 1
172.16.113.105/204.202.136.230, 1, 1
172.16.116.201/206.252.29.43, 8, 8
172.16.114.168/197.218.177.69, 874, 1123
172.16.114.207/208.134.241.155, 6, 6
172.16.117.52/204.96.116.9, 11, 11
172.16.113.105/131.84.1.31, 3, 3
172.16.112.149/38.251.105.4, 3, 3
172.16.112.194/206.132.25.71, 6, 6
172.16.117.52/151.193.131.25, 3, 3
172.16.113.105/128.163.161.40, 2, 2
172.16.117.111/209.130.63.160, 4, 4
172.16.112.149/208.205.234.94, 1, 1
172.16.113.105/131.84.1.34, 10, 10
172.16.116.201/131.84.1.31, 2, 2
172.16.115.5/198.97.93.30, 3, 3
172.16.116.201/199.95.74.92, 3, 3
172.16.117.132/149.48.46.2, 1, 1
172.16.115.5/207.68.158.19, 1, 1
172.16.113.105/209.185.102.232, 2, 2
172.16.113.204/207.68.178.148, 1, 1
